Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,comprehension_question_text.started,comprehension_question_text.stopped,comprehension_question_answers.started,comprehension_question_answers.stopped,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_key.started,comprehension_key.stopped,comprehension_feedback_text.started,comprehension_feedback_text.stopped,comprehension_continue_key.keys,comprehension_continue_key.started,comprehension_continue_key.stopped,comprehension_continue_text.started,comprehension_continue_text.stopped,comprehension_repeat_text.started,comprehension_repeat_text.stopped,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,lab_introduction_continue.started,lab_introduction_continue.stopped,lab_members.started,lab_members.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,start_practice_text.started,start_practice_text.stopped,enc_fx_interior.started,enc_fx_interior.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_interior.started,enc_trial_interior.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_interior.started,enc_practice_feedback_interior.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_enc_run_text.started,start_enc_run_text.stopped,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,frameRate,
,,,,,,EncodingPractice,OBJ,TARGET,1,stimuli/fractals/167a.jpg,300.0,0.0,500,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.31476832699991,None,69.31476832699991,None,None,69.31476832699991,None,69.89210564899986,None,69.89210564899986,None,None,69.89210564899986,None,72.89384523999979,None,72.89384523999979,None,72.89384523999979,None,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0020,TRK-online,2020.1.0,955.6912847683498,
,,,,,,EncodingPractice,-,-,1,stimuli/fractals/149a.jpg,300.0,0.0,1000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8275346349983,None,73.8275346349983,None,None,73.8275346349983,None,74.8990240710009,None,74.8990240710009,None,None,74.8990240710009,None,77.90275857500092,None,77.90275857500092,None,77.90275857500092,None,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0020,TRK-online,2020.1.0,955.6912847683498,
,,,,,,EncodingPractice,LOC,FOIL,1,stimuli/fractals/148b.jpg,212.1320344,212.1320344,1000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.84168931299791,None,78.84168931299791,None,None,78.84168931299791,None,79.91147885499959,None,79.91147885499959,None,None,79.91147885499959,None,82.91458737399807,None,82.91458737399807,None,82.91458737399807,None,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0020,TRK-online,2020.1.0,955.6912847683498,
,,,,,,EncodingPractice,LOC,LURE,1,stimuli/fractals/159a.jpg,0.0,300.0,5000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.85287422100009,None,83.85287422100009,None,None,83.85287422100009,None,88.93117450600039,None,88.93117450600039,None,None,88.93117450600039,None,91.93406745700122,None,91.93406745700122,None,91.93406745700122,None,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0020,TRK-online,2020.1.0,955.6912847683498,
,,,,,,EncodingPractice,OBJ,LURE,1,stimuli/fractals/177b.jpg,300.0,0.0,800,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.86436388400034,None,92.86436388400034,None,None,92.86436388400034,None,93.74397413000042,None,93.74397413000042,None,None,93.74397413000042,None,96.74728844399942,None,96.74728844399942,None,96.74728844399942,None,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0020,TRK-online,2020.1.0,955.6912847683498,
,,,,,,EncodingPractice,-,-,1,stimuli/fractals/181c.jpg,-300.0,0.0,3000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6770146710005,None,97.6770146710005,None,None,97.6770146710005,None,100.75053402599951,None,100.75053402599951,None,None,100.75053402599951,None,103.75224039200111,None,103.75224039200111,None,103.75224039200111,None,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0020,TRK-online,2020.1.0,955.6912847683498,
,,,,,,EncodingPractice,-,-,1,stimuli/fractals/163a.jpg,300.0,0.0,800,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.68592934800108,None,104.68592934800108,None,None,104.68592934800108,None,105.56016037899826,None,105.56016037899826,None,None,105.56016037899826,None,108.56554118599888,None,108.56554118599888,None,108.56554118599888,None,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0020,TRK-online,2020.1.0,955.6912847683498,
,,,,,,EncodingPractice,LOC,TARGET,1,stimuli/fractals/166a.jpg,-300.0,0.0,1500,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.501464287001,None,109.501464287001,None,None,109.501464287001,None,111.07456870799797,None,111.07456870799797,None,None,111.07456870799797,None,114.08022240900027,None,114.08022240900027,None,114.08022240900027,None,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0020,TRK-online,2020.1.0,955.6912847683498,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.00714512500053,None,right,1.2457620560016949,116.00604298100006,None,,,,,,,,,,,i,i,,,,2020_máj_18_0020,TRK-online,2020.1.0,955.6912847683498,
,,,,,,,,OLP,1,stimuli/fractals/7c.jpg,212.1320344,212.1320344,2000,,1,1,3,stimuli/fractals/7c.jpg,stimuli/fractals/7a.jpg,stimuli/fractals/7b.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.44203003299845,None,119.44203003299845,None,None,119.44203003299845,None,121.61694573099885,None,121.61694573099885,None,None,121.61694573099885,None,,,,,,,,,,,,,116.00604298100006,None,117.25439125299818,None,,,,,,,i,i,,,,2020_máj_18_0020,TRK-online,2020.1.0,955.6912847683498,
,,,,,,,,OLP,1,stimuli/fractals/55c.jpg,212.1320344,-212.1320344,6000,,2,1,3,stimuli/fractals/55c.jpg,stimuli/fractals/55a.jpg,stimuli/fractals/55b.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,-212.1320344,212.1320344,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.45480551999935,None,124.45480551999935,None,None,124.45480551999935,None,130.6500494719985,None,130.6500494719985,None,None,130.6500494719985,None,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0020,TRK-online,2020.1.0,955.6912847683498,
,,,,,,,,LLP,1,stimuli/fractals/89b.jpg,212.1320344,212.1320344,2000,,3,1,5,stimuli/fractals/89b.jpg,stimuli/fractals/89c.jpg,stimuli/fractals/89a.jpg,212.1320344,212.1320344,300.0,0.0,0.0,300.0,-212.1320344,-212.1320344,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,138.69575505800094,None,138.69575505800094,None,k,1,0.5915294010010257,139.6935884400009,None,140.28813046199866,None,None,143.2915904777983,None,143.2915904777983,None,142.2933209949988,142.2933209949988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.68620291099796,None,146.68620291099796,None,None,146.68620291099796,None,148.8665027930001,None,148.8665027930001,None,None,148.8665027930001,None,,,,,,,,,,,,,,,144.6126101129994,None,143.30113222699947,None,right,1.308116054002312,143.30113222699947,None,i,i,,,,2020_máj_18_0020,TRK-online,2020.1.0,955.6912847683498,
,,,,,,,,ERP,1,stimuli/fractals/101c.jpg,212.1320344,-212.1320344,1000,,4,1,2,stimuli/fractals/101c.jpg,stimuli/fractals/101a.jpg,stimuli/fractals/101b.jpg,212.1320344,-212.1320344,300.0,0.0,0.0,-300.0,-300.0,0.0,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.69916739399923,None,151.69916739399923,None,None,151.69916739399923,None,152.87991627700103,None,152.87991627700103,None,None,152.87991627700103,None,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0020,TRK-online,2020.1.0,955.6912847683498,
