Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,DemoImage,DemoX,DemoY,InPractice,DemoText,BlockNr,Filler,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,comprehension_question_text.started,comprehension_question_text.stopped,comprehension_question_answers.started,comprehension_question_answers.stopped,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_key.started,comprehension_key.stopped,comprehension_feedback_text.started,comprehension_feedback_text.stopped,comprehension_continue_key.keys,comprehension_continue_key.started,comprehension_continue_key.stopped,comprehension_continue_text.started,comprehension_continue_text.stopped,comprehension_repeat_text.started,comprehension_repeat_text.stopped,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,lab_introduction_continue.started,lab_introduction_continue.stopped,lab_members.started,lab_members.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,comprehension_continue_key.rt,start_practice_text.started,start_practice_text.stopped,enc_fx_interior.started,enc_fx_interior.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_interior.started,enc_trial_interior.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_interior.started,enc_practice_feedback_interior.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,enc_trial_key.rt,enc_fx_key.rt,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_enc_run_text.started,start_enc_run_text.stopped,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,inter_task_break_continue.started,inter_task_break_continue.stopped,inter_task_break_text.started,inter_task_break_text.stopped,inter_task_break_key.keys,inter_task_break_key.rt,inter_task_break_key.started,inter_task_break_key.stopped,start_recognition_text.started,start_recognition_text.stopped,rec_instructions_1_text.started,rec_instructions_1_text.stopped,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_1_key.started,rec_instructions_1_key.stopped,rec_instructions_1_continue.started,rec_instructions_1_continue.stopped,rec_instructions2_text.started,rec_instructions2_text.stopped,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_2_key.started,rec_instructions_2_key.stopped,rec_instructions_2_continue.started,rec_instructions_2_continue.stopped,rec_instruction_2_title.started,rec_instruction_2_title.stopped,rec_instrauction_3_text.started,rec_instrauction_3_text.stopped,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_3_key.started,rec_instructions_3_key.stopped,rec_instructions_3_continue.started,rec_instructions_3_continue.stopped,rec_instruction_3_title.started,rec_instruction_3_title.stopped,rec_instructions_4_text.started,rec_instructions_4_text.stopped,rec_instructions_4_key.keys,rec_instructions_4_key.rt,rec_instructions_4_key.started,rec_instructions_4_key.stopped,rec_instructions_4_continue.started,rec_instructions_4_continue.stopped,demo_start_text.started,demo_start_text.stopped,demo_interior.started,demo_interior.stopped,demo_main_image.started,demo_main_image.stopped,demo_image.started,demo_image.stopped,demo_text.started,demo_text.stopped,demo_key.keys,demo_key.rt,demo_key.started,demo_key.stopped,demo_continue.started,demo_continue.stopped,demo_end_text.started,demo_end_text.stopped,demo_end_key.keys,demo_end_key.rt,demo_end_key.started,demo_end_key.stopped,demo_end_continue.started,demo_end_continue.stopped,rec_practice_block_text.started,rec_practice_block_text.stopped,rec_fx_interior.started,rec_fx_interior.stopped,rec_fx_cross.started,rec_fx_cross.stopped,rec_fx_key.keys,rec_fx_key.started,rec_fx_key.stopped,rec_fx_text_block.started,rec_fx_text_block.stopped,rec_fx_instructions_text.started,rec_fx_instructions_text.stopped,rec_trial_interior.started,rec_trial_interior.stopped,rec_trial_main_image.started,rec_trial_main_image.stopped,rec_trial_key.keys,rec_trial_key.rt,rec_trial_key.started,rec_trial_key.stopped,rec_trial_text_block.started,rec_trial_text_block.stopped,rec_trial_instructions_text.started,rec_trial_instructions_text.stopped,rec_practice_feedback_text.started,rec_practice_feedback_text.stopped,start_rec_run_text.started,start_rec_run_text.stopped,start_rec_block_text.started,start_rec_block_text.stopped,end_rec_run_text.started,end_rec_run_text.stopped,end_rec_run_key.keys,end_rec_run_key.rt,end_rec_run_key.started,end_rec_run_key.stopped,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,frameRate,
"Mely billenytűvel jelzi azokat a képeket, amely ugyanolyan, mint egy első feladatban látott kép? ",D billentyű    F billentyű   J billentyű    K billentyű,f,A helyes válasz: F billentyű.,A helyes válasz: F billentyű.,"A döntésre 4 másodperce lesz.
Minden képet nézzen meg figyelmesen, és minden képre adjon választ, akkor is, ha a döntés nehéz.

A döntését így jelölje:
Régi - F
Új – K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.06904249999207,None,252.06904249999207,None,f,1,3.3569108000956476,253.03570260002743,None,256.41895620001014,None,None,259.40224344996966,None,259.40224344996966,None,258.4189397000009,258.4189397000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,Demo,OBJ,TARGET,,stimuli/fractals/163a.jpg,-225,-225,800,,,,,,,,,,,,,,,,None,None,None,None,Régi Kép,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.4022124999901,None,260.9521700000623,None,260.9521700000623,None,260.9521700000623,None,260.9521700000623,None,right,2.2198868000414222,262.9167437000433,None,262.9167437000433,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,Demo,OBJ,FOIL,,stimuli/fractals/173c.jpg,-225,-225,1500,,,,,,,,,,,,,,,,None,None,None,None,Új Kép,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.2000357999932,None,265.2000357999932,None,265.2000357999932,None,265.2000357999932,None,right,4.137617900036275,267.1833062999649,None,267.1833062999649,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,Demo,OBJ,TARGET,,stimuli/fractals/177b.jpg,-375,225,1100,,,,,,,,,,,,,,,,None,None,None,None,Régi Kép,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.3665469000116,None,271.3665469000116,None,271.3665469000116,None,271.3665469000116,None,right,0.7388689001090825,273.34983850002754,None,273.34983850002754,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,Demo,OBJ,LURE,,stimuli/fractals/177c.jpg,-375,225,1800,,,,,,,,,,,,,,,,None,None,None,None,Új Kép,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.14981560001615,None,274.14981560001615,None,274.14981560001615,None,274.14981560001615,None,right,0.364215400069952,276.11643040005583,None,276.11643040005583,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,Demo,OBJ,TARGET,,stimuli/fractals/167a.jpg,225,225,1000,,,,,,,,,,,,,,,,None,None,None,None,Régi Kép,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.5164308999665,None,276.5164308999665,None,276.5164308999665,None,276.5164308999665,None,right,0.6209161001024768,278.4997134000296,None,278.4997134000296,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,Demo,OBJ,LURE,,stimuli/fractals/167b.jpg,225,225,2300,,,,,,,,,,,,,,,,None,None,None,None,Új Kép,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.1663727000123,None,279.1663727000123,None,279.1663727000123,None,279.1663727000123,None,right,0.5631097001023591,281.14964850002434,None,281.14964850002434,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,Demo,LOC,TARGET,,stimuli/fractals/177b.jpg,-375,225,1200,,,,,,,,,,,,,,,,None,None,None,None,Régi Hely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.7663308000192,None,281.7663308000192,None,281.7663308000192,None,281.7663308000192,None,right,0.42717350006569177,283.7496049000183,None,283.7496049000183,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,Demo,LOC,FOIL,,stimuli/fractals/177b.jpg,225,-75,1000,,,,,,,,,,,,,,,,None,None,None,None,Új Hely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.2329046999803,None,284.2329046999803,None,284.2329046999803,None,284.2329046999803,None,right,0.12063390004914254,286.21617450006306,None,286.21617450006306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,Demo,LOC,TARGET,,stimuli/fractals/166a.jpg,-75,225,800,,,,,,,,,,,,,,,,None,None,None,None,Régi Hely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.38286460004747,None,286.38286460004747,None,286.38286460004747,None,286.38286460004747,None,right,0.8664992999983951,288.3661506000208,None,288.3661506000208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,Demo,LOC,LURE,,stimuli/fractals/166a.jpg,75,225,1500,,,,,,,,,,,,,,,,None,None,None,None,Új Hely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.2661326000234,None,289.2661326000234,None,289.2661326000234,None,289.2661326000234,None,right,0.6066606999374926,291.2660785999615,None,291.2660785999615,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,Demo,LOC,TARGET,,stimuli/fractals/159a.jpg,-375,225,800,,,,,,,,,,,,,,,,None,None,None,None,Régi Hely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.9160679000197,None,291.9160679000197,None,291.9160679000197,None,291.9160679000197,None,right,0.6453134999610484,293.8993449000409,None,293.8993449000409,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,Demo,LOC,LURE,,stimuli/fractals/159a.jpg,-225,225,800,,,,,,,,,,,,,,,,None,None,None,None,Új Hely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.5826603999594,None,294.5826603999594,None,294.5826603999594,None,294.5826603999594,None,right,2.258077400038019,296.5667153999675,None,296.5667153999675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,Demo,LOC,TARGET,,stimuli/fractals/148b.jpg,225,-75,1500,,,,,,,,,,,,,,,,None,None,None,None,Régi Hely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.8659150999738,None,298.8659150999738,None,298.8659150999738,None,298.8659150999738,None,right,4.286818900029175,300.8658539999742,None,300.8658539999742,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,Demo,LOC,FOIL,,stimuli/fractals/148b.jpg,-375,225,800,,,,,,,,,,,,,,,,None,None,None,None,Új Hely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.21575299999677,None,305.21575299999677,None,305.21575299999677,None,305.21575299999677,None,right,0.473793699988164,307.1990635000402,None,307.1990635000402,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.6990472000325,None,right,2.7503780000843108,308.6823368000332,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,RecognitionPractice,OBJ,FOIL,,stimuli/fractals/156b.jpg,225,-75,0.6,,1,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.44895780005027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.6823368000332,None,312.4489294999512,None,313.44889264999654,None,313.44889264999654,None,None,313.44889264999654,None,313.44889264999654,None,313.44889264999654,None,313.48221349995583,None,313.48221349995583,None,k,3.2685599999967963,313.48221349995583,None,313.48221349995583,None,313.48221349995583,None,317.46545959997457,None,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,RecognitionPractice,OBJ,LURE,,stimuli/fractals/166c.jpg,-75,225,0.6,,1,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.4654085500282,None,319.4654085500282,None,None,319.4654085500282,None,319.4654085500282,None,319.4654085500282,None,319.4820758999558,None,319.4820758999558,None,f,1.7887581000104547,319.4820758999558,None,319.4820758999558,None,319.4820758999558,None,323.4819797000382,None,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,RecognitionPractice,OBJ,TARGET,,stimuli/fractals/167a.jpg,225,225,2.0,,2,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.48193430004176,None,325.48193430004176,None,None,325.48193430004176,None,325.48193430004176,None,325.48193430004176,None,325.5152744000079,None,325.5152744000079,None,f,1.0294003000017256,325.5152744000079,None,325.5152744000079,None,325.5152744000079,None,329.5151750999503,None,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,RecognitionPractice,LOC,FOIL,,stimuli/fractals/159a.jpg,-75,-225,1.0,,4,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.51513099996373,None,332.5151084000245,None,332.5151084000245,None,None,332.5151084000245,None,332.5151084000245,None,332.5151084000245,None,332.56510500004515,None,332.56510500004515,None,k,2.7236579000018537,332.56510500004515,None,332.56510500004515,None,332.56510500004515,None,336.5483884999994,None,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
,,,,,,RecognitionPractice,LOC,LURE,,stimuli/fractals/148b.jpg,225,-225,1.5,,5,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.54831910005305,None,338.54831910005305,None,None,338.54831910005305,None,338.54831910005305,None,338.54831910005305,None,338.5816257999977,None,338.5816257999977,None,k,1.2830424000276253,338.5816257999977,None,338.5816257999977,None,338.5816257999977,None,342.58230720006395,None,,,,,,,,,,,i,i,h,h,h,2020_Jul_03_1300,TRK-online,2020.1.3,59.99314875817976,
