Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,comprehension_question_text.started,comprehension_question_text.stopped,comprehension_question_answers.started,comprehension_question_answers.stopped,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_key.started,comprehension_key.stopped,comprehension_feedback_text.started,comprehension_feedback_text.stopped,comprehension_continue_key.keys,comprehension_continue_key.rt,comprehension_continue_key.started,comprehension_continue_key.stopped,comprehension_continue_text.started,comprehension_continue_text.stopped,comprehension_repeat_text.started,comprehension_repeat_text.stopped,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,lab_introduction_continue.started,lab_introduction_continue.stopped,lab_members.started,lab_members.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,start_practice_text.started,start_practice_text.stopped,enc_fx_interior.started,enc_fx_interior.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_interior.started,enc_trial_interior.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_interior.started,enc_practice_feedback_interior.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,enc_trial_key.rt,enc_fx_key.rt,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_enc_run_text.started,start_enc_run_text.stopped,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,frameRate,
,,,,,,EncodingPractice,OBJ,TARGET,1,stimuli/fractals/167a.jpg,300.0,0.0,500,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.78022466999755,None,72.78022466999755,None,None,72.78022466999755,None,73.35422059699704,None,73.35422059699704,None,None,73.35422059699704,None,76.35703360199841,None,76.35703360199841,None,76.35703360199841,None,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0014,TRK-online,2020.1.0,957.4287904694422,
,,,,,,EncodingPractice,-,-,1,stimuli/fractals/149a.jpg,300.0,0.0,1000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.28829481199864,None,77.28829481199864,None,None,77.28829481199864,None,78.35735689599824,None,78.35735689599824,None,j,78.35735689599824,None,81.36859445599839,None,81.36859445599839,None,81.36859445599839,None,1.094752253000479,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0014,TRK-online,2020.1.0,957.4287904694422,
,,,,,,EncodingPractice,LOC,FOIL,1,stimuli/fractals/148b.jpg,212.1320344,212.1320344,1000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.30079960299918,None,82.30079960299918,None,None,82.30079960299918,None,83.3717015689981,None,83.3717015689981,None,j,83.3717015689981,None,86.377321492997,None,86.377321492997,None,86.377321492997,None,0.6091117579999263,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0014,TRK-online,2020.1.0,957.4287904694422,
,,,,,,EncodingPractice,LOC,LURE,1,stimuli/fractals/159a.jpg,0.0,300.0,5000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3098781789995,None,87.3098781789995,None,j,87.3098781789995,None,92.38605778299825,None,92.38605778299825,None,j,92.38605778299825,None,95.38710536599683,None,95.38710536599683,None,95.38710536599683,None,0.4504698569980974,3.837741103998269,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0014,TRK-online,2020.1.0,957.4287904694422,
,,,,,,EncodingPractice,OBJ,LURE,1,stimuli/fractals/177b.jpg,300.0,0.0,800,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.32190779299708,None,96.32190779299708,None,None,96.32190779299708,None,97.20016196699726,None,97.20016196699726,None,j,97.20016196699726,None,100.20543275199816,None,100.20543275199816,None,100.20543275199816,None,1.983579899999313,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0014,TRK-online,2020.1.0,957.4287904694422,
,,,,,,EncodingPractice,-,-,1,stimuli/fractals/181c.jpg,-300.0,0.0,3000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.13230556899725,None,101.13230556899725,None,None,101.13230556899725,None,104.2071587199971,None,104.2071587199971,None,None,104.2071587199971,None,107.2151313079994,None,107.2151313079994,None,107.2151313079994,None,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0014,TRK-online,2020.1.0,957.4287904694422,
,,,,,,EncodingPractice,-,-,1,stimuli/fractals/163a.jpg,300.0,0.0,800,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.14368080499844,None,108.14368080499844,None,None,108.14368080499844,None,109.0162914629982,None,109.0162914629982,None,j,109.0162914629982,None,112.02465383299932,None,112.02465383299932,None,112.02465383299932,None,0.6624066089971166,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0014,TRK-online,2020.1.0,957.4287904694422,
,,,,,,EncodingPractice,LOC,TARGET,1,stimuli/fractals/166a.jpg,-300.0,0.0,1500,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.95754424999905,None,112.95754424999905,None,None,112.95754424999905,None,114.52988571099922,None,114.52988571099922,None,None,114.52988571099922,None,117.5364749069995,None,117.5364749069995,None,117.5364749069995,None,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0014,TRK-online,2020.1.0,957.4287904694422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.46270932999687,None,right,7.779354713999055,119.46228713099845,None,,,,,,,,,,,i,i,,,,2020_máj_18_0014,TRK-online,2020.1.0,957.4287904694422,
,,,,,,,,OLP,1,stimuli/fractals/46c.jpg,212.1320344,212.1320344,2000,,1,1,3,stimuli/fractals/46c.jpg,stimuli/fractals/46a.jpg,stimuli/fractals/46b.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.4254314989994,None,129.4254314989994,None,None,129.4254314989994,None,131.60476304699841,None,131.60476304699841,None,None,131.60476304699841,None,,,,,,,,,,,,,,,119.46228713099845,None,127.24423583799944,None,,,,,,,i,i,,,,2020_máj_18_0014,TRK-online,2020.1.0,957.4287904694422,
,,,,,,,,OLP,1,stimuli/fractals/120a.jpg,212.1320344,-212.1320344,6000,,2,1,3,stimuli/fractals/120a.jpg,stimuli/fractals/120c.jpg,stimuli/fractals/120b.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,-212.1320344,212.1320344,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.4409831899975,None,134.4409831899975,None,None,134.4409831899975,None,140.62189086199942,None,140.62189086199942,None,None,140.62189086199942,None,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0014,TRK-online,2020.1.0,957.4287904694422,
,,,,,,,,LLP,1,stimuli/fractals/22c.jpg,212.1320344,212.1320344,2000,,3,1,5,stimuli/fractals/22c.jpg,stimuli/fractals/22a.jpg,stimuli/fractals/22b.jpg,212.1320344,212.1320344,300.0,0.0,0.0,300.0,-212.1320344,-212.1320344,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,153.13535232399954,None,153.13535232399954,None,k,1,0.23582594800245715,154.13385539699811,None,154.3763438249989,None,None,1.4069591560000845,157.38058211179813,None,157.38058211179813,None,156.38340326399702,156.38340326399702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.03837997799928,None,160.03837997799928,None,None,160.03837997799928,None,162.2120616809989,None,162.2120616809989,None,None,162.2120616809989,None,,,,,,,,,,,,,,,,,157.96608216899767,None,157.38934674499978,None,right,0.5733902339998167,157.38934674499978,None,i,i,,,,2020_máj_18_0014,TRK-online,2020.1.0,957.4287904694422,
,,,,,,,,ERP,1,stimuli/fractals/33b.jpg,212.1320344,-212.1320344,1000,,4,1,2,stimuli/fractals/33b.jpg,stimuli/fractals/33a.jpg,stimuli/fractals/33c.jpg,212.1320344,-212.1320344,300.0,0.0,0.0,-300.0,-300.0,0.0,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0493846319987,None,165.0493846319987,None,None,165.0493846319987,None,166.23843635799858,None,166.23843635799858,None,None,166.23843635799858,None,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0014,TRK-online,2020.1.0,957.4287904694422,
,,,,,,,,OLP,2,stimuli/fractals/46a.jpg,212.1320344,212.1320344,5000,,5,1,0,stimuli/fractals/46c.jpg,stimuli/fractals/46a.jpg,stimuli/fractals/46b.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,173.59495586199773,None,173.59495586199773,None,k,1,1.1798292239982402,174.59406722899803,None,175.77663206899888,None,None,,178.78043632179978,None,178.78043632179978,None,177.78292102399791,177.78292102399791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.13434281999798,None,182.13434281999798,None,None,182.13434281999798,None,187.5560055249989,None,187.5560055249989,None,None,187.5560055249989,None,,,,,,,,,,,,,,,,,180.06345874399994,None,178.78218298399952,None,right,1.2785185829998227,178.78218298399952,None,i,i,,,,2020_máj_18_0014,TRK-online,2020.1.0,957.4287904694422,
,,,,,,,,OLP,2,stimuli/fractals/120c.jpg,212.1320344,-212.1320344,3000,,6,1,0,stimuli/fractals/120a.jpg,stimuli/fractals/120c.jpg,stimuli/fractals/120b.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,-212.1320344,212.1320344,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.14906834099747,None,190.14906834099747,None,None,190.14906834099747,None,193.39687447199685,None,193.39687447199685,None,None,193.39687447199685,None,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0014,TRK-online,2020.1.0,957.4287904694422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.54045885199957,None,202.54045885199957,None,k,1,4.332483795998996,203.53781096199964,None,207.87303774099928,None,None,,210.87617897379968,None,210.87617897379968,None,209.87815193699862,209.87815193699862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
